ID,Weekly_Sales
7_25_2013-03-15,1810.589471
7_25_2013-03-22,1814.669261
7_25_2013-03-29,1817.772301
7_25_2013-04-05,1818.612184
7_25_2013-04-12,1812.567039
7_25_2013-04-19,1810.516906
7_25_2013-04-26,1810.18767
7_25_2013-05-03,2566.239571
7_25_2013-05-10,2588.829474
7_25_2013-05-17,2633.62113
7_25_2013-05-24,2605.797047
7_25_2013-05-31,2614.059188
7_25_2013-06-07,2621.237349
7_25_2013-06-14,2640.248769
7_25_2013-06-21,2621.023965
7_25_2013-06-28,2644.727844
7_25_2013-07-05,2629.797831
7_25_2013-07-12,2666.328424
7_25_2013-07-19,2630.082342
7_25_2013-07-26,2641.138046
7_26_2012-11-02,1810.927507
7_26_2012-11-09,1807.627608
7_26_2012-11-16,1807.306635
7_26_2012-11-23,1901.196053
7_26_2012-11-30,1821.732288
7_26_2012-12-07,1807.882842
7_26_2012-12-14,1802.986878
7_26_2012-12-21,1802.111432
7_26_2012-12-28,1810.445958
7_26_2013-01-04,1800.248817
7_26_2013-01-11,1801.687539
7_26_2013-01-18,1805.255424
7_26_2013-01-25,1799.885096
7_26_2013-02-01,1793.507662
7_26_2013-02-08,1812.870949
7_26_2013-02-15,1808.762779
7_26_2013-02-22,1804.201619
7_26_2013-03-01,1807.382433
7_26_2013-03-08,1807.946067
7_26_2013-03-15,1805.019948
7_26_2013-03-22,1809.062019
7_26_2013-03-29,1812.321325
7_26_2013-04-05,1812.610865
7_26_2013-04-12,1806.838018
7_26_2013-04-19,1805.02857
7_26_2013-04-26,1804.551151
7_26_2013-05-03,2533.045878
7_26_2013-05-10,2554.643045
7_26_2013-05-17,2596.299869
7_26_2013-05-24,2568.591279
7_26_2013-05-31,2576.632852
7_26_2013-06-07,2583.678097
7_26_2013-06-14,2601.882324
7_26_2013-06-21,2584.016134
7_26_2013-06-28,2606.84259
7_26_2013-07-05,2592.756411
7_26_2013-07-12,2627.847744
7_26_2013-07-19,2593.352017
7_26_2013-07-26,2603.933176
7_27_2012-11-02,1805.245186
7_27_2012-11-09,1802.049285
7_27_2012-11-16,1802.342956
7_27_2012-11-23,1893.851209
7_27_2012-11-30,1816.283287
7_27_2012-12-07,1802.804389
7_27_2012-12-14,1798.631378
7_27_2012-12-21,1798.12576
7_27_2012-12-28,1807.719033
7_27_2013-01-04,1797.05076
7_27_2013-01-11,1798.672151
7_27_2013-01-18,1802.406899
7_27_2013-01-25,1796.781876
7_27_2013-02-01,1789.40039
7_27_2013-02-08,1809.120753
7_27_2013-02-15,1804.576836
7_27_2013-02-22,1799.514369
7_27_2013-03-01,1802.750145
7_27_2013-03-08,1802.779063
7_27_2013-03-15,1799.757389
7_27_2013-03-22,1803.769644
7_27_2013-03-29,1807.168331
7_27_2013-04-05,1806.937884
7_27_2013-04-12,1801.417936
7_27_2013-04-19,1799.834803
7_27_2013-04-26,1799.199143
7_27_2013-05-03,2501.873041
7_27_2013-05-10,2522.539619
7_27_2013-05-17,2561.246974
7_27_2013-05-24,2533.653698
7_27_2013-05-31,2541.485839
7_27_2013-06-07,2548.406071
7_27_2013-06-14,2565.849626
7_27_2013-06-21,2549.256551
7_27_2013-06-28,2571.257315
7_27_2013-07-05,2557.962702
7_27_2013-07-12,2591.697936
7_27_2013-07-19,2558.846411
7_27_2013-07-26,2568.984099
7_28_2012-11-02,1799.863003
7_28_2012-11-09,1796.76122
7_28_2012-11-16,1797.642594
7_28_2012-11-23,1887.085267
7_28_2012-11-30,1811.144483
7_28_2012-12-07,1797.927824
7_28_2012-12-14,1794.466091
7_28_2012-12-21,1794.393886
7_28_2012-12-28,1805.324397
7_28_2013-01-04,1794.076145
7_28_2013-01-11,1795.900861
7_28_2013-01-18,1799.806783
7_28_2013-01-25,1793.942332
7_28_2013-02-01,1785.574218
7_28_2013-02-08,1805.72458
7_28_2013-02-15,1800.559373
7_28_2013-02-22,1795.071396
7_28_2013-03-01,1798.362853
7_28_2013-03-08,1797.89226
7_28_2013-03-15,1794.778083
7_28_2013-03-22,1798.791057
7_28_2013-03-29,1802.296256
7_28_2013-04-05,1801.574381
7_28_2013-04-12,1796.288651
7_28_2013-04-19,1794.919621
7_28_2013-04-26,1794.1347
7_28_2013-05-03,2472.620655
7_28_2013-05-10,2492.411966
7_28_2013-05-17,2528.344079
7_28_2013-05-24,2500.860368
7_28_2013-05-31,2508.499063
7_28_2013-06-07,2515.301288
7_28_2013-06-14,2532.025661
7_28_2013-06-21,2516.628648
7_28_2013-06-28,2537.851675
7_28_2013-07-05,2525.299953
7_28_2013-07-12,2557.755605
7_28_2013-07-19,2526.452906
7_28_2013-07-26,2536.171909
7_29_2012-11-02,1794.765331
7_29_2012-11-09,1791.750302
7_29_2012-11-16,1793.192257
7_29_2012-11-23,1880.865356
7_29_2012-11-30,1806.301147
7_29_2012-12-07,1793.319604
7_29_2012-12-14,1790.427074
7_29_2012-12-21,1790.829772
7_29_2012-12-28,1803.216787
7_29_2013-01-04,1791.136735
7_29_2013-01-11,1793.235724
7_29_2013-01-18,1797.38269
7_29_2013-01-25,1791.355866
7_29_2013-02-01,1781.917063
7_29_2013-02-08,1802.664109
7_29_2013-02-15,1796.674825
7_29_2013-02-22,1790.86354
7_29_2013-03-01,1794.209959
7_29_2013-03-08,1793.29823
7_29_2013-03-15,1790.063352
7_29_2013-03-22,1794.082252
7_29_2013-03-29,1797.691809
7_29_2013-04-05,1796.505806
7_29_2013-04-12,1791.437951
7_29_2013-04-19,1790.268832
7_29_2013-04-26,1789.345428
7_29_2013-05-03,2445.197294
7_29_2013-05-10,2464.166325
7_29_2013-05-17,2497.481079
7_29_2013-05-24,2470.103161
7_29_2013-05-31,2477.559367
7_29_2013-06-07,2484.250769
7_29_2013-06-14,2500.296734
7_29_2013-06-21,2486.023935
7_29_2013-06-28,2506.513053
7_29_2013-07-05,2494.65806
7_29_2013-07-12,2525.910646
7_29_2013-07-19,2496.065169
7_29_2013-07-26,2505.390095
7_30_2012-11-02,1789.939956
7_30_2012-11-09,1787.003958
7_30_2012-11-16,1788.982964
7_30_2012-11-23,1875.163457
7_30_2012-11-30,1801.741244
7_30_2012-12-07,1788.966978
7_30_2012-12-14,1786.613833
7_30_2012-12-21,1787.320441
7_30_2012-12-28,1801.214431
7_30_2013-01-04,1788.398135
7_30_2013-01-11,1790.690929
7_30_2013-01-18,1795.028288
7_30_2013-01-25,1788.818975
7_30_2013-02-01,1778.508317
7_30_2013-02-08,1799.920659
7_30_2013-02-15,1793.013719
7_30_2013-02-22,1786.878946
7_30_2013-03-01,1790.281585
7_30_2013-03-08,1788.952429
7_30_2013-03-15,1785.619122
7_30_2013-03-22,1789.632095
7_30_2013-03-29,1793.358401
7_30_2013-04-05,1791.717253
7_30_2013-04-12,1786.850926
7_30_2013-04-19,1785.870404
7_30_2013-04-26,1784.817856
7_30_2013-05-03,2419.512614
7_30_2013-05-10,2437.710015
7_30_2013-05-17,2468.555952
7_30_2013-05-24,2441.276105
7_30_2013-05-31,2448.560957
7_30_2013-06-07,2455.151056
7_30_2013-06-14,2470.555434
7_30_2013-06-21,2457.342007
7_30_2013-06-28,2477.139605
7_30_2013-07-05,2465.939491
7_30_2013-07-12,2496.056906
7_30_2013-07-19,2467.58477
7_30_2013-07-26,2476.53915
7_31_2012-11-02,1785.372689
7_31_2012-11-09,1782.507999
7_31_2012-11-16,1785.003219
7_31_2012-11-23,1869.951729
7_31_2012-11-30,1797.452381
7_31_2012-12-07,1784.860784
7_31_2012-12-14,1783.01667
7_31_2012-12-21,1784.015154
7_31_2012-12-28,1799.475213
7_31_2013-01-04,1785.854418
7_31_2013-01-11,1788.344071
7_31_2013-01-18,1792.874696
7_31_2013-01-25,1786.488102
7_31_2013-02-01,1775.33828
7_31_2013-02-08,1797.481299
7_31_2013-02-15,1789.567792
7_31_2013-02-22,1783.111148
7_31_2013-03-01,1786.569827
7_31_2013-03-08,1784.844619
7_31_2013-03-15,1781.438926
7_31_2013-03-22,1785.430884
7_31_2013-03-29,1789.291543
7_31_2013-04-05,1787.195608
7_31_2013-04-12,1782.517339
7_31_2013-04-19,1781.714097
7_31_2013-04-26,1780.540309
7_31_2013-05-03,2395.48866
7_31_2013-05-10,2412.960953
7_31_2013-05-17,2441.474939
7_31_2013-05-24,2414.281308
7_31_2013-05-31,2421.405942
7_31_2013-06-07,2427.901743
7_31_2013-06-14,2442.702792
7_31_2013-06-21,2430.485335
7_31_2013-06-28,2449.632364
7_31_2013-07-05,2439.047613
7_31_2013-07-12,2468.097214
7_31_2013-07-19,2440.916694
7_31_2013-07-26,2449.524954
7_32_2012-11-02,1782.629419
7_32_2012-11-09,1779.445372
7_32_2012-11-16,1781.247815
7_32_2012-11-23,1865.205205
7_32_2012-11-30,1793.4245
7_32_2012-12-07,1781.020781
7_32_2012-12-14,1779.629478
7_32_2012-12-21,1780.917143
7_32_2012-12-28,1797.987276
7_32_2013-01-04,1783.499477
7_32_2013-01-11,1786.188503
7_32_2013-01-18,1790.918502
7_32_2013-01-25,1784.364147
7_32_2013-02-01,1772.302057
7_32_2013-02-08,1795.328426
7_32_2013-02-15,1786.331118
7_32_2013-02-22,1779.552962
7_32_2013-03-01,1783.06804
7_32_2013-03-08,1780.966896
7_32_2013-03-15,1777.501212
7_32_2013-03-22,1781.466587
7_32_2013-03-29,1785.459443
7_32_2013-04-05,1782.930095
7_32_2013-04-12,1778.42767
7_32_2013-04-19,1777.790932
7_32_2013-04-26,1776.536496
7_32_2013-05-03,2373.047479
7_32_2013-05-10,2389.836873
7_32_2013-05-17,2416.146437
7_32_2013-05-24,2389.028962
7_32_2013-05-31,2396.004336
7_32_2013-06-07,2402.413562
7_32_2013-06-14,2416.643792
7_32_2013-06-21,2405.365725
7_32_2013-06-28,2423.901702
7_32_2013-07-05,2413.896032
7_32_2013-07-12,2441.941581
7_32_2013-07-19,2415.978137
7_32_2013-07-26,2424.260215
7_33_2012-11-02,1780.968513
7_33_2012-11-09,1777.850564
7_33_2012-11-16,1779.864056
7_33_2012-11-23,1860.90377
7_33_2012-11-30,1790.066765
7_33_2012-12-07,1779.808555
7_33_2012-12-14,1777.342432
7_33_2012-12-21,1778.046166
7_33_2012-12-28,1796.74254
7_33_2013-01-04,1781.331157
7_33_2013-01-11,1784.220993
7_33_2013-01-18,1789.155395
7_33_2013-01-25,1782.441541
7_33_2013-02-01,1769.313791
7_33_2013-02-08,1793.450724
7_33_2013-02-15,1783.296511
7_33_2013-02-22,1776.926083
7_33_2013-03-01,1780.356203
7_33_2013-03-08,1779.28731
7_33_2013-03-15,1776.202411
7_33_2013-03-22,1779.815201
7_33_2013-03-29,1783.250171
7_33_2013-04-05,1781.113283
7_33_2013-04-12,1776.878305
7_33_2013-04-19,1775.708288
7_33_2013-04-26,1774.736208
7_33_2013-05-03,2352.119739
7_33_2013-05-10,2368.267726
7_33_2013-05-17,2392.489976
7_33_2013-05-24,2365.435008
7_33_2013-05-31,2372.271898
7_33_2013-06-07,2378.601734
7_33_2013-06-14,2392.294015
7_33_2013-06-21,2381.904327
7_33_2013-06-28,2399.863738
7_33_2013-07-05,2390.405177
7_33_2013-07-12,2417.504331
7_33_2013-07-19,2392.688272
7_33_2013-07-26,2400.663028
7_34_2012-11-02,1779.573258
7_34_2012-11-09,1776.516559
7_34_2012-11-16,1779.028484
7_34_2012-11-23,1857.025328
7_34_2012-11-30,1788.862801
7_34_2012-12-07,1778.847791
7_34_2012-12-14,1776.867348
7_34_2012-12-21,1777.478401
7_34_2012-12-28,1795.729508
7_34_2013-01-04,1779.089913
7_34_2013-01-11,1782.419628
7_34_2013-01-18,1787.582321
7_34_2013-01-25,1780.717051
7_34_2013-02-01,1767.548349
7_34_2013-02-08,1791.836518
7_34_2013-02-15,1781.818634
7_34_2013-02-22,1776.297248
7_34_2013-03-01,1779.756466
7_34_2013-03-08,1778.32942
7_34_2013-03-15,1775.155431
7_34_2013-03-22,1778.743614
7_34_2013-03-29,1782.31114
7_34_2013-04-05,1779.747126
7_34_2013-04-12,1775.678831
7_34_2013-04-19,1774.6843
7_34_2013-04-26,1773.624926
7_34_2013-05-03,2332.639882
7_34_2013-05-10,2348.18454
7_34_2013-05-17,2370.428143
7_34_2013-05-24,2343.419875
7_34_2013-05-31,2350.12852
7_34_2013-06-07,2356.386689
7_34_2013-06-14,2369.571915
7_34_2013-06-21,2360.022289
7_34_2013-06-28,2377.441596
7_34_2013-07-05,2368.497275
7_34_2013-07-12,2394.708229
7_34_2013-07-19,2370.974175
7_34_2013-07-26,2378.659929
7_35_2012-11-02,1778.433417
7_35_2012-11-09,1775.431501
7_35_2012-11-16,1778.425873
7_35_2012-11-23,1853.553178
7_35_2012-11-30,1787.918202
7_35_2012-12-07,1778.12843
7_35_2012-12-14,1776.612833
7_35_2012-12-21,1777.542164
7_35_2012-12-28,1794.940815
7_35_2013-01-04,1776.905786
7_35_2013-01-11,1780.440083
7_35_2013-01-18,1785.933629
7_35_2013-01-25,1778.898981
7_35_2013-02-01,1767.494823
7_35_2013-02-08,1790.475211
7_35_2013-02-15,1781.704039
7_35_2013-02-22,1775.892035
7_35_2013-03-01,1779.38071
7_35_2013-03-08,1777.611316
7_35_2013-03-15,1774.350574
7_35_2013-03-22,1777.918459
7_35_2013-03-29,1781.61477
7_35_2013-04-05,1778.641053
7_35_2013-04-12,1774.729563
7_35_2013-04-19,1773.929016
7_35_2013-04-26,1772.759358
7_35_2013-05-03,2314.546837
7_35_2013-05-10,2329.525705
7_35_2013-05-17,2349.890709
7_35_2013-05-24,2322.913155
7_35_2013-05-31,2329.503792
7_35_2013-06-07,2335.696761
7_35_2013-06-14,2348.403491
7_35_2013-06-21,2339.650101
7_35_2013-06-28,2356.560916
7_35_2013-07-05,2348.103892
7_35_2013-07-12,2373.481071
7_35_2013-07-19,2350.765257
7_35_2013-07-26,2358.179972
7_36_2012-11-02,1777.53965
7_36_2012-11-09,1774.587127
7_36_2012-11-16,1778.049579
7_36_2012-11-23,1850.470255
7_36_2012-11-30,1787.222551
7_36_2012-12-07,1777.643108
7_36_2012-12-14,1776.571701
7_36_2012-12-21,1777.809432
7_36_2012-12-28,1794.36856
7_36_2013-01-04,1775.702541
7_36_2013-01-11,1779.258751
7_36_2013-01-18,1784.971248
7_36_2013-01-25,1779.367958
7_36_2013-02-01,1767.647676
7_36_2013-02-08,1789.356385
7_36_2013-02-15,1781.80175
7_36_2013-02-22,1775.702541
7_36_2013-03-01,1779.223547
7_36_2013-03-08,1777.124199
7_36_2013-03-15,1773.779037
7_36_2013-03-22,1777.330577
7_36_2013-03-29,1781.153697
7_36_2013-04-05,1777.785903
7_36_2013-04-12,1774.02044
7_36_2013-04-19,1773.411004
7_36_2013-04-26,1772.131422
7_36_2013-05-03,2297.785283
7_36_2013-05-10,2312.231052
7_36_2013-05-17,2330.811035
7_36_2013-05-24,2303.846952
7_36_2013-05-31,2310.327665
7_36_2013-06-07,2316.46603
7_36_2013-06-14,2328.721386
7_36_2013-06-21,2320.721664
7_36_2013-06-28,2337.158293
7_36_2013-07-05,2329.160187
7_36_2013-07-12,2353.753344
7_36_2013-07-19,2332.00027
7_36_2013-07-26,2339.160649
7_38_2012-11-02,1776.454232
7_38_2012-11-09,1773.587926
7_38_2012-11-16,1777.941989
7_38_2012-11-23,1845.414433
7_38_2012-11-30,1786.545399
7_38_2012-12-07,1777.339199
7_38_2012-12-14,1777.106417
7_38_2012-12-21,1778.931671
7_38_2012-12-28,1793.848213
7_38_2013-01-04,1777.501212
7_38_2013-01-11,1781.440722
7_38_2013-01-18,1787.554301
7_38_2013-01-25,1781.650154
7_38_2013-02-01,1768.545575
7_38_2013-02-08,1787.813666
7_38_2013-02-15,1782.612535
7_38_2013-02-22,1775.948973
7_38_2013-03-01,1779.536078
7_38_2013-03-08,1776.812745
7_38_2013-03-15,1773.304672
7_38_2013-03-22,1776.83376
7_38_2013-03-29,1780.902953
7_38_2013-04-05,1776.786701
7_38_2013-04-12,1773.2912
7_38_2013-04-19,1773.058419
7_38_2013-04-26,1771.554497
7_38_2013-05-03,2268.053681
7_38_2013-05-10,2281.529706
7_38_2013-05-17,2296.789673
7_38_2013-05-24,2269.793259
7_38_2013-05-31,2276.081244
7_38_2013-06-07,2282.129442
7_38_2013-06-14,2293.56162
7_38_2013-06-21,2286.961822
7_38_2013-06-28,2302.537374
7_38_2013-07-05,2295.387593
7_38_2013-07-12,2318.561067
7_38_2013-07-19,2298.56715
7_38_2013-07-26,2305.266455
7_40_2012-11-02,1776.255398
7_40_2012-11-09,1773.457165
7_40_2012-11-16,1778.657937
7_40_2012-11-23,1841.755842
7_40_2012-11-30,1786.846076
7_40_2012-12-07,1777.901575
7_40_2012-12-14,1778.428568
7_40_2012-12-21,1780.809373
7_40_2012-12-28,1794.122845
7_40_2013-01-04,1779.982602
7_40_2013-01-11,1784.30182
7_40_2013-01-18,1790.82115
7_40_2013-01-25,1784.630517
7_40_2013-02-01,1770.20253
7_40_2013-02-08,1787.149806
7_40_2013-02-15,1784.209139
7_40_2013-02-22,1776.991642
7_40_2013-03-01,1780.649515
7_40_2013-03-08,1777.344946
7_40_2013-03-15,1773.680068
7_40_2013-03-22,1777.198739
7_40_2013-03-29,1781.505384
7_40_2013-04-05,1776.687733
7_40_2013-04-12,1773.433815
7_40_2013-04-19,1773.549308
7_40_2013-04-26,1771.838469
7_40_2013-05-03,2243.082793
7_40_2013-05-10,2255.702051
7_40_2013-05-17,2267.93298
7_40_2013-05-24,2240.817481
7_40_2013-05-31,2246.946865
7_40_2013-06-07,2252.937586
7_40_2013-06-14,2263.641782
7_40_2013-06-21,2258.314202
7_40_2013-06-28,2273.142373
7_40_2013-07-05,2266.756497
7_40_2013-07-12,2288.689905
7_40_2013-07-19,2270.259541
7_40_2013-07-26,2276.554172
7_41_2012-11-02,1776.472733
7_41_2012-11-09,1773.7027
7_41_2012-11-16,1779.312456
7_41_2012-11-23,1840.425429
7_41_2012-11-30,1787.324752
7_41_2012-12-07,1778.488919
7_41_2012-12-14,1779.374065
7_41_2012-12-21,1782.02142
7_41_2012-12-28,1794.546559
7_41_2013-01-04,1781.474131
7_41_2013-01-11,1785.983562
7_41_2013-01-18,1792.705319
7_41_2013-01-25,1786.375842
7_41_2013-02-01,1771.30519
7_41_2013-02-08,1787.131306
7_41_2013-02-15,1785.291862
7_41_2013-02-22,1777.800991
7_41_2013-03-01,1781.496044
7_41_2013-03-08,1777.91361
7_41_2013-03-15,1774.171856
7_41_2013-03-22,1777.690168
7_41_2013-03-29,1782.113024
7_41_2013-04-05,1776.959491
7_41_2013-04-12,1773.816576
7_41_2013-04-19,1774.099112
7_41_2013-04-26,1772.288047
7_41_2013-05-03,2232.285377
7_41_2013-05-10,2244.514689
7_41_2013-05-17,2255.326834
7_41_2013-05-24,2228.114522
7_41_2013-05-31,2234.177988
7_41_2013-06-07,2240.152184
7_41_2013-06-14,2250.525528
7_41_2013-06-21,2245.792835
7_41_2013-06-28,2260.2871
7_41_2013-07-05,2254.255606
7_41_2013-07-12,2275.632025
7_41_2013-07-19,2257.917431
7_41_2013-07-26,2264.030111
7_42_2012-11-02,1776.893931
7_42_2012-11-09,1774.149404
7_42_2012-11-16,1780.159344
7_42_2012-11-23,1839.416527
7_42_2012-11-30,1788.013937
7_42_2012-12-07,1779.271504
7_42_2012-12-14,1780.504206
7_42_2012-12-21,1783.412723
7_42_2012-12-28,1795.156174
7_42_2013-01-04,1783.130367
7_42_2013-01-11,1787.827137
7_42_2013-01-18,1794.753476
7_42_2013-01-25,1788.28839
7_42_2013-02-01,1772.586029
7_42_2013-02-08,1787.31631
7_42_2013-02-15,1786.559769
7_42_2013-02-22,1778.7966
7_42_2013-03-01,1782.530989
7_42_2013-03-08,1778.678952
7_42_2013-03-15,1774.862119
7_42_2013-03-22,1778.381329
7_42_2013-03-29,1782.918959
7_42_2013-04-05,1777.438167
7_42_2013-04-12,1774.401046
7_42_2013-04-19,1774.843619
7_42_2013-04-26,1772.9361
7_42_2013-05-03,2222.570146
7_42_2013-05-10,2234.434838
7_42_2013-05-17,2243.882083
7_42_2013-05-24,2216.548171
7_42_2013-05-31,2222.552364
7_42_2013-06-07,2228.519735
7_42_2013-06-14,2238.582703
7_42_2013-06-21,2234.421187
7_42_2013-06-28,2248.605795
7_42_2013-07-05,2242.914673
7_42_2013-07-12,2263.774159
7_42_2013-07-19,2246.732943
7_42_2013-07-26,2252.67427
7_44_2012-11-02,1778.331036
7_44_2012-11-09,1775.626923
7_44_2012-11-16,1782.415317
7_44_2012-11-23,1838.335421
7_44_2012-11-30,1790.008569
7_44_2012-12-07,1781.411086
7_44_2012-12-14,1783.306749
7_44_2012-12-21,1786.721064
7_44_2012-12-28,1796.921796
7_44_2013-01-04,1786.929597
7_44_2013-01-11,1792.001944
7_44_2013-01-18,1799.339244
7_44_2013-01-25,1792.607249
7_44_2013-02-01,1775.75445
7_44_2013-02-08,1788.274919
7_44_2013-02-15,1789.63892
7_44_2013-02-22,1781.337084
7_44_2013-03-01,1785.151762
7_44_2013-03-08,1780.781712
7_44_2013-03-15,1776.81526
7_44_2013-03-22,1780.345965
7_44_2013-03-29,1785.11045
7_44_2013-04-05,1778.996512
7_44_2013-04-12,1776.155531
7_44_2013-04-19,1776.907582
7_44_2013-04-26,1774.813264
7_44_2013-05-03,2206.275413
7_44_2013-05-10,2217.476066
7_44_2013-05-17,2224.343312
7_44_2013-05-24,2196.681422
7_44_2013-05-31,2202.590777
7_44_2013-06-07,2208.569823
7_44_2013-06-14,2218.072031
7_44_2013-06-21,2214.98785
7_44_2013-06-28,2228.628223
7_44_2013-07-05,2223.571862
7_44_2013-07-12,2243.512254
7_44_2013-07-19,2227.703023
7_44_2013-07-26,2233.339003
7_45_2012-11-02,1779.338501
7_45_2012-11-09,1776.650732
7_45_2012-11-16,1783.8535
7_45_2012-11-23,1838.252797
7_45_2012-11-30,1791.30755
7_45_2012-12-07,1782.792689
7_45_2012-12-14,1784.974661
7_45_2012-12-21,1788.634869
7_45_2012-12-28,1798.071516
7_45_2013-01-04,1789.103845
7_45_2013-01-11,1794.3312
7_45_2013-01-18,1801.875596
7_45_2013-01-25,1795.013021
7_45_2013-02-01,1777.597666
7_45_2013-02-08,1789.043853
7_46_2012-11-02,1780.53528
7_46_2012-11-09,1777.859725
7_46_2012-11-16,1785.471298
7_46_2012-11-23,1838.470851
7_46_2012-11-30,1792.805365
7_46_2012-12-07,1784.359118
7_46_2012-12-14,1786.817158
7_46_2012-12-21,1790.718769
7_46_2012-12-28,1799.397798
7_46_2013-01-04,1791.432203
7_46_2013-01-11,1796.820673
7_46_2013-01-18,1804.572526
7_46_2013-01-25,1797.579729
7_46_2013-02-01,1779.610978
7_46_2013-02-08,1790.000846
7_46_2013-02-15,1793.428631
7_46_2013-02-22,1784.595133
7_46_2013-03-01,1788.493511
7_46_2013-03-08,1783.628441
7_46_2013-03-15,1779.515242
7_46_2013-03-22,1783.064807
7_46_2013-03-29,1788.053632
7_46_2013-04-05,1781.332055
7_46_2013-04-12,1778.667816
7_46_2013-04-19,1779.713718
7_46_2013-04-26,1777.440682
7_46_2013-05-03,2194.009459
7_46_2013-05-10,2204.628876
7_46_2013-05-17,2209.082087
7_46_2013-05-24,2180.968284
7_46_2013-05-31,2186.816211
7_46_2013-06-07,2192.843215
7_46_2013-06-14,2201.856867
7_46_2013-06-21,2199.781947
7_46_2013-06-28,2212.970587
7_46_2013-07-05,2208.503186
7_46_2013-07-12,2227.667279
7_46_2013-07-19,2212.948674
7_46_2013-07-26,2218.322056
7_47_2012-12-28,1800.897948
7_47_2013-02-01,1781.792589
7_47_2013-03-15,1781.139507
7_47_2013-05-10,2199.700941
7_47_2013-06-14,2195.299459
7_48_2012-11-02,1783.483491
7_48_2012-11-09,1780.827155
7_48_2012-11-16,1789.241431
7_48_2012-11-23,1839.796235
7_48_2012-11-30,1796.385284
7_48_2012-12-07,1788.034952
7_48_2012-12-14,1791.023398
7_48_2012-12-21,1795.397039
7_48_2012-12-28,1802.571248
7_48_2013-01-04,1796.553405
7_48_2013-01-11,1802.280809
7_48_2013-01-18,1810.450987
7_48_2013-01-25,1803.202238
7_48_2013-02-01,1784.141603
7_48_2013-02-08,1792.47092
7_48_2013-02-15,1797.916149
7_48_2013-02-22,1788.556915
7_48_2013-03-01,1792.542766
7_48_2013-03-08,1787.202254
7_48_2013-03-15,1782.942669
7_48_2013-03-22,1786.518457
7_48_2013-03-29,1791.729108
7_48_2013-04-05,1784.41893
7_48_2013-04-12,1781.917961
7_48_2013-04-19,1783.244962
7_48_2013-04-26,1780.798417
7_48_2013-05-03,2185.641345
7_48_2013-05-10,2195.753886
7_48_2013-05-17,2197.922386
7_48_2013-05-24,2169.222498
7_48_2013-05-31,2175.038273
7_48_2013-06-07,2181.154187
7_48_2013-06-21,2188.627276
7_48_2013-06-28,2201.452014
7_48_2013-07-12,2216.063389
7_48_2013-07-19,2202.305368
7_48_2013-07-26,2207.457284
7_49_2012-11-02,1785.232768
7_49_2012-11-09,1782.581282
7_49_2012-11-16,1791.39161
7_49_2012-11-23,1840.900871
7_49_2012-11-30,1798.466491
7_49_2012-12-07,1790.139509
7_49_2012-12-14,1793.384625
7_49_2012-12-21,1797.989073
7_49_2012-12-28,1804.41644
7_49_2013-01-04,1799.346967
7_49_2013-01-11,1805.252012
7_49_2013-01-18,1813.633417
7_49_2013-01-25,1806.256961
7_49_2013-02-01,1786.658557
7_49_2013-02-08,1793.982027
7_49_2013-02-15,1800.420709
7_49_2013-02-22,1790.82115
7_49_2013-03-01,1794.852624
7_49_2013-03-08,1789.256698
7_49_2013-03-15,1784.924009
7_49_2013-03-22,1788.5174
7_49_2013-03-29,1793.84983
7_49_2013-04-12,1783.814523
7_49_2013-04-19,1785.278211
7_49_2013-04-26,1782.746349
7_49_2013-06-14,2185.190869
7_49_2013-06-21,2184.528806
7_49_2013-07-12,2211.813143
7_49_2013-07-19,2198.490331
7_49_2013-07-26,2203.545075
7_52_2012-11-02,1791.555778
7_52_2012-11-09,1788.908603
7_52_2012-11-16,1798.890564
7_52_2012-11-23,1845.988126
7_52_2012-11-30,1805.867016
7_52_2012-12-07,1797.514348
7_52_2012-12-14,1801.494452
7_52_2012-12-21,1806.779104
7_52_2012-12-28,1810.986421
7_52_2013-01-04,1808.669559
7_52_2013-01-11,1815.136621
7_52_2013-01-18,1824.160332
7_52_2013-01-25,1816.400576
7_52_2013-02-01,1795.213113
7_52_2013-02-08,1799.608667
7_52_2013-02-15,1808.966823
7_52_2013-02-22,1798.692448
7_52_2013-03-01,1802.873721
7_52_2013-03-08,1796.486408
7_52_2013-03-15,1791.931534
7_52_2013-03-22,1795.584378
7_52_2013-03-29,1801.285918
7_52_2013-04-05,1792.790097
7_52_2013-04-12,1790.575795
7_52_2013-04-19,1792.436075
7_52_2013-04-26,1789.654906
7_52_2013-05-03,2180.347173
7_52_2013-05-10,2189.643721
7_52_2013-05-17,2187.502882
7_52_2013-05-24,2157.153043
7_52_2013-05-31,2162.998815
7_52_2013-06-07,2169.433187
7_52_2013-06-14,2177.37651
7_52_2013-06-21,2178.050967
7_52_2013-06-28,2190.414991
7_52_2013-07-05,2187.530722
7_52_2013-07-12,2205.16916
7_52_2013-07-19,2192.989781
7_52_2013-07-26,2197.807432
7_54_2012-11-02,1796.66297
7_54_2012-11-16,1804.762559
7_54_2012-11-23,1850.87906
7_54_2012-11-30,1811.768468
7_54_2012-12-07,1803.310366
7_54_2012-12-14,1807.759087
7_54_2012-12-21,1813.486851
7_54_2012-12-28,1816.228325
7_54_2013-01-04,1815.685347
7_54_2013-01-11,1822.547204
7_54_2013-01-25,1823.991493
7_54_2013-02-01,1801.756511
7_54_2013-02-08,1804.27149
